id,address,name,construction,demolition,architect,notes,target1904,scope,occupancy1904,geometry_status,confidence,source_ids,built_year,demolished_year,status_1904,events,directory_candidates,excluded_1904,measurements
pa-1800-22,1800 S. Prairie Avenue,John and Frances Glessner residence,1887,,Henry Hobson Richardson,"Extant courtyard house; consult separate deep Glessner dossier. | 1904 Blue Book candidate: John J. Glessner household. OCR-derived, selected names only; page verification pending. | Dimensional evidence: granite facing thickness: 6 and 8 in (August 1963 HABS observation; match with 1904 phase before use); roof tile module: 6 wide; 5 exposed in (August 1963 HABS observation; match with 1904 phase before use); principal oak floor strip width: 2.25 in (August 1963 HABS observation; match with 1904 phase before use); bathroom and service-floor tile module: 6 in square (August 1963 HABS observation; match with 1904 phase before use); corridor wainscot height: 3 ft (August 1963 HABS observation; match with 1904 phase before use); bathroom tile height: 5 ft (August 1963 HABS observation; match with 1904 phase before use); glazed white service brick: 2.25 × 8.25 in (August 1963 HABS observation; match with 1904 phase before use); overall east-west extent: 161 ft 3 in imperial (1963/1965 measured record; assess against target1904); overall east/front north-south extent: 74 ft 0 in imperial (1963/1965 measured record; assess against target1904); wood stair behind service wing: 1955 approximate year added (1963/1965 measured record; assess against target1904); service stalls: None  (1963/1965 measured record; assess against target1904); coachmen/hayloft partitions: None  (1963/1965 measured record; assess against target1904); north chimney top above door datum: 48.62 ft (1963/1965 measured record; assess against target1904); second-floor window soffit above door datum: 24.3 ft (1963/1965 measured record; assess against target1904); sidewalk before door relative to door datum: -0.74 ft (1963/1965 measured record; assess against target1904)",inferred present,core,,unmeasured; footprint and heights require map/plan reconciliation,source-backed identification; 1904 existence inferred from lifespan unless otherwise stated,"[""B-marker_survivors"", ""civic-bluebook-1904"", ""G01"", ""G02"", ""G04"", ""G07"", ""MAP-1911-28"", ""pa-glessner-habs-data"", ""pa-glessner-habs-sheet-2"", ""pa-glessner-habs-sheet-3"", ""pa-glessner-habs-sheet-6""]",1887,,inferred present,"[{""type"": ""construction"", ""date_text"": ""1887"", ""source_ids"": [""B-marker_survivors"", ""civic-bluebook-1904"", ""G01"", ""G02"", ""G04"", ""G07"", ""MAP-1911-28""], ""confidence"": ""reported; preserve ranges/conflicts""}]","[{""address"": 1800, ""street"": ""Prairie Avenue"", ""year_label"": 1904, ""source_id"": ""civic-bluebook-1904"", ""source_locator"": ""printed pp.186–187; PDF pp.188–189"", ""listed_people"": ""John J. Glessner household"", ""verification"": ""OCR-derived factual candidate; visual source-page check pending"", ""limits"": ""Selected names only; does not establish complete household, ownership, vacancy or building geometry.""}]",False,"[{""source_file"": ""glessner-habs-data.pdf"", ""pdf_page"": 22, ""address"": ""1800 S. Prairie Avenue"", ""property"": ""granite facing thickness"", ""value"": ""6 and 8"", ""unit"": ""in"", ""note"": ""Brick backing; Wellesley granite facing with deeper returns."", ""temporal_qualification"": ""August 1963 HABS observation; match with 1904 phase before use"", ""source_id"": ""pa-glessner-habs-data""}, {""source_file"": ""glessner-habs-data.pdf"", ""pdf_page"": 22, ""address"": ""1800 S. Prairie Avenue"", ""property"": ""roof tile module"", ""value"": ""6 wide; 5 exposed"", ""unit"": ""in"", ""note"": ""Survey describes tar-covered terracotta; reconcile restoration and original specifications."", ""temporal_qualification"": ""August 1963 HABS observation; match with 1904 phase before use"", ""source_id"": ""pa-glessner-habs-data""}, {""source_file"": ""glessner-habs-data.pdf"", ""pdf_page"": 23, ""address"": ""1800 S. Prairie Avenue"", ""property"": ""principal oak floor strip width"", ""value"": 2.25, ""unit"": ""in"", ""note"": ""1963 architectural description."", ""temporal_qualification"": ""August 1963 HABS observation; match with 1904 phase before use"", ""source_id"": ""pa-glessner-habs-data""}, {""source_file"": ""glessner-habs-data.pdf"", ""pdf_page"": 23, ""address"": ""1800 S. Prairie Avenue"", ""property"": ""bathroom and service-floor tile module"", ""value"": 6, ""unit"": ""in square"", ""note"": ""Service floors alternate red/tan; bathrooms separately described."", ""temporal_qualification"": ""August 1963 HABS observation; match with 1904 phase before use"", ""source_id"": ""pa-glessner-habs-data""}, {""source_file"": ""glessner-habs-data.pdf"", ""pdf_page"": 23, ""address"": ""1800 S. Prairie Avenue"", ""property"": ""corridor wainscot height"", ""value"": 3, ""unit"": ""ft"", ""note"": ""Tower and wing corridors."", ""temporal_qualification"": ""August 1963 HABS observation; match with 1904 phase before use"", ""source_id"": ""pa-glessner-habs-data""}, {""source_file"": ""glessner-habs-data.pdf"", ""pdf_page"": 23, ""address"": ""1800 S. Prairie Avenue"", ""property"": ""bathroom tile height"", ""value"": 5, ""unit"": ""ft"", ""note"": ""Six-inch square wall tiles."", ""temporal_qualification"": ""August 1963 HABS observation; match with 1904 phase before use"", ""source_id"": ""pa-glessner-habs-data""}, {""source_file"": ""glessner-habs-data.pdf"", ""pdf_page"": 23, ""address"": ""1800 S. Prairie Avenue"", ""property"": ""glazed white service brick"", ""value"": ""2.25 × 8.25"", ""unit"": ""in"", ""note"": ""Black joints 1/8 in; kitchen/pantries/laundry/stable/harness spaces."", ""temporal_qualification"": ""August 1963 HABS observation; match with 1904 phase before use"", ""source_id"": ""pa-glessner-habs-data""}, {""source_file"": ""glessner-habs-sheet-2.tif"", ""address"": ""1800 S. Prairie Avenue"", ""property"": ""overall east-west extent"", ""value"": ""161 ft 3 in"", ""unit"": ""imperial"", ""note"": ""Read dimension annotation along 18th Street edge; first-floor plan, 1963."", ""temporal_qualification"": ""1963/1965 measured record; assess against target1904"", ""source_id"": ""pa-glessner-habs-sheet-2""}, {""source_file"": ""glessner-habs-sheet-2.tif"", ""address"": ""1800 S. Prairie Avenue"", ""property"": ""overall east/front north-south extent"", ""value"": ""74 ft 0 in"", ""unit"": ""imperial"", ""note"": ""Read dimension annotation at Prairie Avenue frontage; 1963."", ""temporal_qualification"": ""1963/1965 measured record; assess against target1904"", ""source_id"": ""pa-glessner-habs-sheet-2""}, {""source_file"": ""glessner-habs-sheet-2.tif"", ""address"": ""1800 S. Prairie Avenue"", ""property"": ""wood stair behind service wing"", ""value"": 1955, ""unit"": ""approximate year added"", ""note"": ""Sheet explicitly notes circa1955; EXCLUDE this stair from 1904."", ""temporal_qualification"": ""1963/1965 measured record; assess against target1904"", ""source_id"": ""pa-glessner-habs-sheet-2""}, {""source_file"": ""glessner-habs-sheet-2.tif"", ""address"": ""1800 S. Prairie Avenue"", ""property"": ""service stalls"", ""value"": null, ""unit"": null, ""note"": ""Dotted lines are PROBABLE stall partitions based on early drawings, not surveyed extant partitions."", ""temporal_qualification"": ""1963/1965 measured record; assess against target1904"", ""source_id"": ""pa-glessner-habs-sheet-2""}, {""source_file"": ""glessner-habs-sheet-3.tif"", ""address"": ""1800 S. Prairie Avenue"", ""property"": ""coachmen/hayloft partitions"", ""value"": null, ""unit"": null, ""note"": ""Dotted lines reconstruct probable separation from early drawings; retain inference status."", ""temporal_qualification"": ""1963/1965 measured record; assess against target1904"", ""source_id"": ""pa-glessner-habs-sheet-3""}, {""source_file"": ""glessner-habs-sheet-6.tif"", ""address"": ""1800 S. Prairie Avenue"", ""property"": ""north chimney top above door datum"", ""value"": 48.62, ""unit"": ""ft"", ""note"": ""Annotation 48.62 ±0.02. April6 1965 photogrammetry; door datum0.00."", ""temporal_qualification"": ""1963/1965 measured record; assess against target1904"", ""source_id"": ""pa-glessner-habs-sheet-6""}, {""source_file"": ""glessner-habs-sheet-6.tif"", ""address"": ""1800 S. Prairie Avenue"", ""property"": ""second-floor window soffit above door datum"", ""value"": 24.3, ""unit"": ""ft"", ""note"": ""Read drawing annotation; April6 1965 photogrammetry."", ""temporal_qualification"": ""1963/1965 measured record; assess against target1904"", ""source_id"": ""pa-glessner-habs-sheet-6""}, {""source_file"": ""glessner-habs-sheet-6.tif"", ""address"": ""1800 S. Prairie Avenue"", ""property"": ""sidewalk before door relative to door datum"", ""value"": -0.74, ""unit"": ""ft"", ""note"": ""Read drawing annotation; do not conflate with Chicago City Datum."", ""temporal_qualification"": ""1963/1965 measured record; assess against target1904"", ""source_id"": ""pa-glessner-habs-sheet-6""}]"
pa-1801-23,1801 S. Prairie Avenue,William W. Kimball residence,1890–1892,,Solon S. Beman,"Marker dates 1890; museum article explains completion in 1892 after two-year construction. | 1904 Blue Book candidate: W. W. Kimball household. OCR-derived, selected names only; page verification pending. | Dimensional evidence: height form: 2.5 stories above raised basement (1967 survey observation); roof and exterior finishes: None  (1967 survey observation; verify 1904 finish evidence); rear cellar tile: 3 × 6 in (1967 observed finish; original date not established); parlor wainscot line: 4.5 ft approx (1967 survey observation); north sidewalk slab: 4 ft square approx (1967 survey observation; not automatically 1904); iron fence height: 6 ft (1967 survey observation; do not use later chain-link parking enclosure in 1904)",inferred present,core,,unmeasured; footprint and heights require map/plan reconciliation,source-backed identification; 1904 existence inferred from lifespan unless otherwise stated,"[""B-marker_survivors"", ""B-kimball"", ""civic-bluebook-1904"", ""pa-kimball-habs-il1077""]",,,inferred present,"[{""type"": ""construction"", ""date_text"": ""1890–1892"", ""source_ids"": [""B-marker_survivors"", ""B-kimball"", ""civic-bluebook-1904""], ""confidence"": ""reported; preserve ranges/conflicts""}]","[{""address"": 1801, ""street"": ""Prairie Avenue"", ""year_label"": 1904, ""source_id"": ""civic-bluebook-1904"", ""source_locator"": ""printed pp.186–187; PDF pp.188–189"", ""listed_people"": ""W. W. Kimball household"", ""verification"": ""OCR-derived factual candidate; visual source-page check pending"", ""limits"": ""Selected names only; does not establish complete household, ownership, vacancy or building geometry.""}]",False,"[{""source_file"": ""kimball-habs-data.pdf"", ""pdf_page"": 2, ""address"": ""1801 S. Prairie Avenue"", ""property"": ""height form"", ""value"": 2.5, ""unit"": ""stories above raised basement"", ""note"": ""L-shaped with attached carriage house; Bedford stone, wood frame floors/roof."", ""temporal_qualification"": ""1967 survey observation"", ""source_id"": ""pa-kimball-habs-il1077""}, {""source_file"": ""kimball-habs-data.pdf"", ""pdf_page"": 3, ""address"": ""1801 S. Prairie Avenue"", ""property"": ""roof and exterior finishes"", ""value"": null, ""unit"": null, ""note"": ""Black slate, copper ridges and finials, black wood sash."", ""temporal_qualification"": ""1967 survey observation; verify 1904 finish evidence"", ""source_id"": ""pa-kimball-habs-il1077""}, {""source_file"": ""kimball-habs-data.pdf"", ""pdf_page"": 4, ""address"": ""1801 S. Prairie Avenue"", ""property"": ""rear cellar tile"", ""value"": ""3 × 6"", ""unit"": ""in"", ""note"": ""Unglazed red tile."", ""temporal_qualification"": ""1967 observed finish; original date not established"", ""source_id"": ""pa-kimball-habs-il1077""}, {""source_file"": ""kimball-habs-data.pdf"", ""pdf_page"": 4, ""address"": ""1801 S. Prairie Avenue"", ""property"": ""parlor wainscot line"", ""value"": 4.5, ""unit"": ""ft approx"", ""note"": ""Bookcases and mantel continue at this height."", ""temporal_qualification"": ""1967 survey observation"", ""source_id"": ""pa-kimball-habs-il1077""}, {""source_file"": ""kimball-habs-data.pdf"", ""pdf_page"": 5, ""address"": ""1801 S. Prairie Avenue"", ""property"": ""north sidewalk slab"", ""value"": 4, ""unit"": ""ft square approx"", ""note"": ""Limestone blocks."", ""temporal_qualification"": ""1967 survey observation; not automatically 1904"", ""source_id"": ""pa-kimball-habs-il1077""}, {""source_file"": ""kimball-habs-data.pdf"", ""pdf_page"": 5, ""address"": ""1801 S. Prairie Avenue"", ""property"": ""iron fence height"", ""value"": 6, ""unit"": ""ft"", ""note"": ""Fence dips at curved front balcony."", ""temporal_qualification"": ""1967 survey observation; do not use later chain-link parking enclosure in 1904"", ""source_id"": ""pa-kimball-habs-il1077""}]"
pa-1811-24,1811 S. Prairie Avenue,Joseph G. Coleman / Ames residence,1886,,Cobb & Frost,Brown sandstone; Romanesque.,inferred present,core,,unmeasured; footprint and heights require map/plan reconciliation,source-backed identification; 1904 existence inferred from lifespan unless otherwise stated,"[""B-marker_survivors""]",1886,,inferred present,"[{""type"": ""construction"", ""date_text"": ""1886"", ""source_ids"": [""B-marker_survivors""], ""confidence"": ""reported; preserve ranges/conflicts""}]",[],False,[]
pa-1900-25,1900 S. Prairie Avenue,Elbridge G. Keith residence,1870,,John W. Roberts,"Second Empire. | 1904 Blue Book candidate: Elbridge G. Keith household. OCR-derived, selected names only; page verification pending.",inferred present,core,,unmeasured; footprint and heights require map/plan reconciliation,source-backed identification; 1904 existence inferred from lifespan unless otherwise stated,"[""B-marker_survivors"", ""civic-bluebook-1904""]",1870,,inferred present,"[{""type"": ""construction"", ""date_text"": ""1870"", ""source_ids"": [""B-marker_survivors"", ""civic-bluebook-1904""], ""confidence"": ""reported; preserve ranges/conflicts""}]","[{""address"": 1900, ""street"": ""Prairie Avenue"", ""year_label"": 1904, ""source_id"": ""civic-bluebook-1904"", ""source_locator"": ""printed pp.186–187; PDF pp.188–189"", ""listed_people"": ""Elbridge G. Keith household"", ""verification"": ""OCR-derived factual candidate; visual source-page check pending"", ""limits"": ""Selected names only; does not establish complete household, ownership, vacancy or building geometry.""}]",False,[]
pa-1919-26,1919 S. Prairie Avenue,William Murray / Charles Schwartz / Marshall Field Jr. residence,1867 (marker); 1883 Beman commission (museum research),,Solon S. Beman; D. H. Burnham & Co. addition,"1902 enlargement; 20-foot land strip from Field Sr.; construction phases need adjudication. | 1904 Blue Book candidate: Marshall Field Jr. household. OCR-derived, selected names only; page verification pending.",inferred present,core,,unmeasured; footprint and heights require map/plan reconciliation,source-backed identification; 1904 existence inferred from lifespan unless otherwise stated,"[""B-marker_survivors"", ""B-news"", ""civic-bluebook-1904""]",,,inferred present,"[{""type"": ""construction"", ""date_text"": ""1867 (marker); 1883 Beman commission (museum research)"", ""source_ids"": [""B-marker_survivors"", ""B-news"", ""civic-bluebook-1904""], ""confidence"": ""reported; preserve ranges/conflicts""}]","[{""address"": 1919, ""street"": ""Prairie Avenue"", ""year_label"": 1904, ""source_id"": ""civic-bluebook-1904"", ""source_locator"": ""printed pp.186–187; PDF pp.188–189"", ""listed_people"": ""Marshall Field Jr. household"", ""verification"": ""OCR-derived factual candidate; visual source-page check pending"", ""limits"": ""Selected names only; does not establish complete household, ownership, vacancy or building geometry.""}]",False,[]
pa-213–217-e.-cullerton-street-27,213–217 E. Cullerton Street,Three surviving rowhouses,circa 1870–1900,,,"Aggregate inventory record; split to 213, 215, 217 after parcel map review.",inferred present,adjacent,,unmeasured; footprint and heights require map/plan reconciliation,source-backed identification; 1904 existence inferred from lifespan unless otherwise stated,"[""B-marker_survivors""]",,,inferred present,"[{""type"": ""construction"", ""date_text"": ""circa 1870–1900"", ""source_ids"": [""B-marker_survivors""], ""confidence"": ""reported; preserve ranges/conflicts""}]",[],False,[]
pa-1827-s.-indiana-avenue-(modern-location)-28,1827 S. Indiana Avenue (modern location),Henry B. Clarke residence,1836,,,"Moved to Wabash in 1872, here in 1977. EXCLUDE from 1904 neighborhood scene.",absent from this site in 1904,anachronism guard,,unmeasured; footprint and heights require map/plan reconciliation,source-backed identification; 1904 existence inferred from lifespan unless otherwise stated,"[""B-marker_survivors""]",1836,,absent from this site in 1904,"[{""type"": ""construction"", ""date_text"": ""1836"", ""source_ids"": [""B-marker_survivors""], ""confidence"": ""reported; preserve ranges/conflicts""}]",[],True,[]
pa-2013-29,2013 S. Prairie Avenue,William H. Reid residence,1894,,"Beers, Clay & Dutton","Replaced earlier house on same parcel. Nomination PDF is acquisition lead. | 1904 Blue Book candidate: William H. Reid household. OCR-derived, selected names only; page verification pending. | Dimensional evidence: lot and facade width: 25 ft (2003 nomination observation; likely original envelope, confirm against 1904 map); height form: 3 stories above raised basement (2003 observation); stair wall panel height: 7 ft approx (2003 observation); music-room dome diameter: 7 ft approx (2003 observation); main and second floor ceiling: 10 ft (2003 observation); ballroom ceiling: 12 ft (2003 observation); main girder span: 25 ft (Nomination cites Carl Condit; verify original structural drawings); plans: 4 floor diagrams (Nomination-era plan; scale/dimensions must be inspected before metric extraction)",inferred present,core,,unmeasured; footprint and heights require map/plan reconciliation,source-backed identification; 1904 existence inferred from lifespan unless otherwise stated,"[""B-marker_outside"", ""civic-bluebook-1904"", ""pa-reid-nrhp-2003""]",1894,,inferred present,"[{""type"": ""construction"", ""date_text"": ""1894"", ""source_ids"": [""B-marker_outside"", ""civic-bluebook-1904""], ""confidence"": ""reported; preserve ranges/conflicts""}]","[{""address"": 2013, ""street"": ""Prairie Avenue"", ""year_label"": 1904, ""source_id"": ""civic-bluebook-1904"", ""source_locator"": ""printed pp.186–187; PDF pp.188–189"", ""listed_people"": ""William H. Reid household"", ""verification"": ""OCR-derived factual candidate; visual source-page check pending"", ""limits"": ""Selected names only; does not establish complete household, ownership, vacancy or building geometry.""}]",False,"[{""source_file"": ""reid-nrhp-2003.pdf"", ""pdf_page"": 4, ""address"": ""2013 S. Prairie Avenue"", ""property"": ""lot and facade width"", ""value"": 25, ""unit"": ""ft"", ""note"": ""House spans full lot width."", ""temporal_qualification"": ""2003 nomination observation; likely original envelope, confirm against 1904 map"", ""source_id"": ""pa-reid-nrhp-2003""}, {""source_file"": ""reid-nrhp-2003.pdf"", ""pdf_page"": 4, ""address"": ""2013 S. Prairie Avenue"", ""property"": ""height form"", ""value"": 3, ""unit"": ""stories above raised basement"", ""note"": ""Three bays; granite basement, cream textured brick, limestone and terra cotta details."", ""temporal_qualification"": ""2003 observation"", ""source_id"": ""pa-reid-nrhp-2003""}, {""source_file"": ""reid-nrhp-2003.pdf"", ""pdf_page"": 5, ""address"": ""2013 S. Prairie Avenue"", ""property"": ""stair wall panel height"", ""value"": 7, ""unit"": ""ft approx"", ""note"": ""Mahogany panels."", ""temporal_qualification"": ""2003 observation"", ""source_id"": ""pa-reid-nrhp-2003""}, {""source_file"": ""reid-nrhp-2003.pdf"", ""pdf_page"": 6, ""address"": ""2013 S. Prairie Avenue"", ""property"": ""music-room dome diameter"", ""value"": 7, ""unit"": ""ft approx"", ""note"": ""Stained glass dome."", ""temporal_qualification"": ""2003 observation"", ""source_id"": ""pa-reid-nrhp-2003""}, {""source_file"": ""reid-nrhp-2003.pdf"", ""pdf_page"": 8, ""address"": ""2013 S. Prairie Avenue"", ""property"": ""main and second floor ceiling"", ""value"": 10, ""unit"": ""ft"", ""note"": ""Third-floor ballroom ceiling 12 ft."", ""temporal_qualification"": ""2003 observation"", ""source_id"": ""pa-reid-nrhp-2003""}, {""source_file"": ""reid-nrhp-2003.pdf"", ""pdf_page"": 8, ""address"": ""2013 S. Prairie Avenue"", ""property"": ""ballroom ceiling"", ""value"": 12, ""unit"": ""ft"", ""note"": ""Picture molding at 9 ft."", ""temporal_qualification"": ""2003 observation"", ""source_id"": ""pa-reid-nrhp-2003""}, {""source_file"": ""reid-nrhp-2003.pdf"", ""pdf_page"": 23, ""address"": ""2013 S. Prairie Avenue"", ""property"": ""main girder span"", ""value"": 25, ""unit"": ""ft"", ""note"": ""Steel frame; reinforced concrete floor construction described."", ""temporal_qualification"": ""Nomination cites Carl Condit; verify original structural drawings"", ""source_id"": ""pa-reid-nrhp-2003""}, {""source_file"": ""reid-nrhp-2003.pdf"", ""pdf_page"": 32, ""address"": ""2013 S. Prairie Avenue"", ""property"": ""plans"", ""value"": 4, ""unit"": ""floor diagrams"", ""note"": ""Ground, first, second, third; carriage house and rear garden shown."", ""temporal_qualification"": ""Nomination-era plan; scale/dimensions must be inspected before metric extraction"", ""source_id"": ""pa-reid-nrhp-2003""}]"
pa-2110-30,2110 S. Prairie Avenue,Harriet P. Rees residence,1888 (marker); 1887 (Reid nomination lead),,Cobb & Frost,"Historical address; do not use relocated modern site for 1904. Date discrepancy requires Rees nomination. | 1904 Blue Book candidate: Edson Keith Jr. household. OCR-derived, selected names only; page verification pending.",inferred present,core,,unmeasured; footprint and heights require map/plan reconciliation,source-backed identification; 1904 existence inferred from lifespan unless otherwise stated,"[""B-marker_outside"", ""B-reid_nom"", ""civic-bluebook-1904""]",,,inferred present,"[{""type"": ""construction"", ""date_text"": ""1888 (marker); 1887 (Reid nomination lead)"", ""source_ids"": [""B-marker_outside"", ""B-reid_nom"", ""civic-bluebook-1904""], ""confidence"": ""reported; preserve ranges/conflicts""}]","[{""address"": 2110, ""street"": ""Prairie Avenue"", ""year_label"": 1904, ""source_id"": ""civic-bluebook-1904"", ""source_locator"": ""printed pp.186–187; PDF pp.188–189"", ""listed_people"": ""Edson Keith Jr. household"", ""verification"": ""OCR-derived factual candidate; visual source-page check pending"", ""limits"": ""Selected names only; does not establish complete household, ownership, vacancy or building geometry.""}]",False,[]
pa-2018-s.-calumet-avenue-31,2018 S. Calumet Avenue,Calvin T. Wheeler / Joseph A. Kohn residence,1870,,Otis L. Wheelock,"1880s copper bay alteration. | Dimensional evidence: third-floor ceiling: 11 ft (1999 observation); basement ceiling: 10 ft (1999 observation); historic chimneys: 4 count (Historic/modern distinction stated by nomination; phase-date missing); plan: 1 sheet (Nomination-era surveyed layout, includes later fire stair)",inferred present,adjacent,,unmeasured; footprint and heights require map/plan reconciliation,source-backed identification; 1904 existence inferred from lifespan unless otherwise stated,"[""B-marker_outside"", ""pa-wheeler-kohn-nrhp-1999""]",1870,,inferred present,"[{""type"": ""construction"", ""date_text"": ""1870"", ""source_ids"": [""B-marker_outside""], ""confidence"": ""reported; preserve ranges/conflicts""}]",[],False,"[{""source_file"": ""wheeler-kohn-nrhp-1999.pdf"", ""pdf_page"": 10, ""address"": ""2018 S. Calumet Avenue"", ""property"": ""third-floor ceiling"", ""value"": 11, ""unit"": ""ft"", ""note"": ""Mansard floor has smaller rooms than second floor."", ""temporal_qualification"": ""1999 observation"", ""source_id"": ""pa-wheeler-kohn-nrhp-1999""}, {""source_file"": ""wheeler-kohn-nrhp-1999.pdf"", ""pdf_page"": 10, ""address"": ""2018 S. Calumet Avenue"", ""property"": ""basement ceiling"", ""value"": 10, ""unit"": ""ft"", ""note"": ""Kitchen and servants quarters identified."", ""temporal_qualification"": ""1999 observation"", ""source_id"": ""pa-wheeler-kohn-nrhp-1999""}, {""source_file"": ""wheeler-kohn-nrhp-1999.pdf"", ""pdf_page"": 6, ""address"": ""2018 S. Calumet Avenue"", ""property"": ""historic chimneys"", ""value"": 4, ""unit"": ""count"", ""note"": ""Only two survived at nomination."", ""temporal_qualification"": ""Historic/modern distinction stated by nomination; phase-date missing"", ""source_id"": ""pa-wheeler-kohn-nrhp-1999""}, {""source_file"": ""wheeler-kohn-nrhp-1999.pdf"", ""pdf_page"": 22, ""address"": ""2018 S. Calumet Avenue"", ""property"": ""plan"", ""value"": 1, ""unit"": ""sheet"", ""note"": ""Includes two parlors, vestibule, porch, dining room, hall and pantry."", ""temporal_qualification"": ""Nomination-era surveyed layout, includes later fire stair"", ""source_id"": ""pa-wheeler-kohn-nrhp-1999""}]"
pa-1936-s.-michigan-avenue-32,1936 S. Michigan Avenue,Second Presbyterian Church,1872–1874,,James Renwick; interior Howard Van Doren Shaw and Frederic Clay Bartlett,1900 sanctuary fire and subsequent Arts and Crafts rebuilding; 1904 interior must be postfire.,inferred present,adjacent,,unmeasured; footprint and heights require map/plan reconciliation,source-backed identification; 1904 existence inferred from lifespan unless otherwise stated,"[""B-marker_outside""]",,,inferred present,"[{""type"": ""construction"", ""date_text"": ""1872–1874"", ""source_ids"": [""B-marker_outside""], ""confidence"": ""reported; preserve ranges/conflicts""}]",[],False,[]
pa-1816-33,1816 S. Prairie Avenue,Charles M. Henderson residence,,,,"Address/name identification only; exact lifetime and 1904 household unresolved. | 1904 Blue Book candidate: Mrs. Charles M. Henderson. OCR-derived, selected names only; page verification pending.",unresolved,core,,unmeasured; footprint and heights require map/plan reconciliation,source-backed identification; 1904 existence inferred from lifespan unless otherwise stated,"[""B-city1973"", ""civic-bluebook-1904""]",,,unresolved,[],"[{""address"": 1816, ""street"": ""Prairie Avenue"", ""year_label"": 1904, ""source_id"": ""civic-bluebook-1904"", ""source_locator"": ""printed pp.186–187; PDF pp.188–189"", ""listed_people"": ""Mrs. Charles M. Henderson"", ""verification"": ""OCR-derived factual candidate; visual source-page check pending"", ""limits"": ""Selected names only; does not establish complete household, ownership, vacancy or building geometry.""}]",False,[]
pa-1906-34,1906 S. Prairie Avenue,Edson Keith residence,,,,"Address/name identification only; 1904 residents require directory. | 1904 Blue Book candidate: Mrs. Edson Keith. OCR-derived, selected names only; page verification pending.",unresolved,core,,unmeasured; footprint and heights require map/plan reconciliation,source-backed identification; 1904 existence inferred from lifespan unless otherwise stated,"[""B-city1973"", ""civic-bluebook-1904""]",,,unresolved,[],"[{""address"": 1906, ""street"": ""Prairie Avenue"", ""year_label"": 1904, ""source_id"": ""civic-bluebook-1904"", ""source_locator"": ""printed pp.186–187; PDF pp.188–189"", ""listed_people"": ""Mrs. Edson Keith"", ""verification"": ""OCR-derived factual candidate; visual source-page check pending"", ""limits"": ""Selected names only; does not establish complete household, ownership, vacancy or building geometry.""}]",False,[]
pa-1923-35,1923 S. Prairie Avenue,Charles P. Kellogg residence,,1933,,"Construction and target occupancy unresolved. | 1904 Blue Book candidate: Mrs. C. P. Kellogg; Mrs. Lois Kellogg. OCR-derived, selected names only; page verification pending.",unresolved,core,,unmeasured; footprint and heights require map/plan reconciliation,source-backed identification; 1904 existence inferred from lifespan unless otherwise stated,"[""B-news"", ""civic-bluebook-1904""]",,1933,unresolved,"[{""type"": ""loss"", ""date_text"": ""1933"", ""source_ids"": [""B-news"", ""civic-bluebook-1904""], ""confidence"": ""reported; preserve ranges/conflicts""}]","[{""address"": 1923, ""street"": ""Prairie Avenue"", ""year_label"": 1904, ""source_id"": ""civic-bluebook-1904"", ""source_locator"": ""printed pp.186–187; PDF pp.188–189"", ""listed_people"": ""Mrs. C. P. Kellogg; Mrs. Lois Kellogg"", ""verification"": ""OCR-derived factual candidate; visual source-page check pending"", ""limits"": ""Selected names only; does not establish complete household, ownership, vacancy or building geometry.""}]",False,[]
pa-2021-36,2021 S. Prairie Avenue,Benjamin Adams / James L. High residence,late 1870s,,,"High purchase 1886; 16 rooms, 2.5 stories reported. | 1904 Blue Book candidate: Mrs. James L. High household. OCR-derived, selected names only; page verification pending.",inferred present,core,,unmeasured; footprint and heights require map/plan reconciliation,source-backed identification; 1904 existence inferred from lifespan unless otherwise stated,"[""B-city1973"", ""civic-bluebook-1904""]",,,inferred present,"[{""type"": ""construction"", ""date_text"": ""late 1870s"", ""source_ids"": [""B-city1973"", ""civic-bluebook-1904""], ""confidence"": ""reported; preserve ranges/conflicts""}]","[{""address"": 2021, ""street"": ""Prairie Avenue"", ""year_label"": 1904, ""source_id"": ""civic-bluebook-1904"", ""source_locator"": ""printed pp.186–187; PDF pp.188–189"", ""listed_people"": ""Mrs. James L. High household"", ""verification"": ""OCR-derived factual candidate; visual source-page check pending"", ""limits"": ""Selected names only; does not establish complete household, ownership, vacancy or building geometry.""}]",False,[]
pa-2027-37,2027 S. Prairie Avenue,Silas B. Cobb-associated residence,,,,"Historical association only; owner versus daughter’s household must be resolved. | 1904 Blue Book candidate: Mrs. J. J. Borland; Chauncey Blair Borland; Bruce Borland. OCR-derived, selected names only; page verification pending.",unresolved,core,,unmeasured; footprint and heights require map/plan reconciliation,source-backed identification; 1904 existence inferred from lifespan unless otherwise stated,"[""B-city1973"", ""civic-bluebook-1904""]",,,unresolved,[],"[{""address"": 2027, ""street"": ""Prairie Avenue"", ""year_label"": 1904, ""source_id"": ""civic-bluebook-1904"", ""source_locator"": ""printed pp.186–187; PDF pp.188–189"", ""listed_people"": ""Mrs. J. J. Borland; Chauncey Blair Borland; Bruce Borland"", ""verification"": ""OCR-derived factual candidate; visual source-page check pending"", ""limits"": ""Selected names only; does not establish complete household, ownership, vacancy or building geometry.""}]",False,[]
